datestamp,timestamp,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season,cnt
31/03/2016 14:00,,12,12,42.5,18,2,0,0,0,1280
31/03/2016 15:00,,12,12,39.5,14,2,0,0,0,1306
31/03/2016 16:00,,12,12,41,14,1,0,0,0,1739
31/03/2016 17:00,,12,12,39.5,14,1,0,0,0,3170
31/03/2016 18:00,,10.5,9.5,60,19.5,2,0,0,0,3206
31/03/2016 19:00,,10,8,62,19,2,0,0,0,1842
31/03/2016 20:00,,9,8,62,7.5,2,0,0,0,1001
31/03/2016 21:00,,8,7.5,71,5.5,2,0,0,0,726
31/03/2016 22:00,,7.5,7,73.5,5,1,0,0,0,600
31/03/2016 23:00,,7,6.5,76,5,1,0,0,0,394
01/04/2016 00:00,,6.5,6.5,78.5,2,1,0,0,0,216
01/04/2016 01:00,,5.5,5.5,84,0,1,0,0,0,136
01/04/2016 02:00,,5,5,84,2,1,0,0,0,100
01/04/2016 03:00,,4.5,4.5,90,0,1,0,0,0,56
01/04/2016 04:00,,4,4,90,0,1,0,0,0,53
01/04/2016 05:00,,3.5,3,87,3,1,0,0,0,97
01/04/2016 06:00,,3,3,87,2,1,0,0,0,495
01/04/2016 07:00,,4,3,87,5.5,1,0,0,0,1630
01/04/2016 08:00,,6,4,78.5,8,1,0,0,0,3485
01/04/2016 09:00,,9,7.5,64.5,8,1,0,0,0,1911
01/04/2016 10:00,,10.5,9.5,52,12,1,0,0,0,999
01/04/2016 11:00,,11.5,11.5,48.5,17,1,0,0,0,1035
01/04/2016 12:00,,12,12,47,18,1,0,0,0,1317
01/04/2016 13:00,,13,13,49,19.5,2,0,0,0,1357
01/04/2016 14:00,,12.5,12.5,49,20.5,2,0,0,0,1299
01/04/2016 15:00,,12.5,12.5,47,21,2,0,0,0,1431
01/04/2016 16:00,,12,12,51,21,2,0,0,0,1750
01/04/2016 17:00,,11,11,50.5,22,2,0,0,0,3015
01/04/2016 18:00,,11,11,50,19.5,2,0,0,0,2608
01/04/2016 19:00,,10.5,9.5,56,14,1,0,0,0,1560
01/04/2016 20:00,,10,8,64.5,15,1,0,0,0,855
01/04/2016 21:00,,9,7,68.5,13,1,0,0,0,620
01/04/2016 22:00,,9,7,68.5,13,1,0,0,0,586
01/04/2016 23:00,,9,7,64,12,1,0,0,0,526
02/04/2016 00:00,,9,7,62,12,1,0,1,0,363
02/04/2016 01:00,,9,7,58,14,1,0,1,0,299
02/04/2016 02:00,,9,7,60,15,1,0,1,0,238
02/04/2016 03:00,,9,7,62,13,1,0,1,0,132
02/04/2016 04:00,,9,7,66,12,1,0,1,0,102
02/04/2016 05:00,,9,7,68.5,11,1,0,1,0,94
02/04/2016 06:00,,9,7,71,13,1,0,1,0,108
02/04/2016 07:00,,10,8,69,11,1,0,1,0,237
02/04/2016 08:00,,10.5,9.5,64.5,11,1,0,1,0,480
02/04/2016 09:00,,12,12,51,16,1,0,1,0,900
02/04/2016 10:00,,13,13,47,18,1,0,1,0,1446
02/04/2016 11:00,,13.5,13.5,44,20,2,0,1,0,2067
02/04/2016 12:00,,14,14,41,20,2,0,1,0,2803
02/04/2016 13:00,,14.5,14.5,37.5,17,1,0,1,0,2883
02/04/2016 14:00,,15,15,37.5,13,1,0,1,0,3096
02/04/2016 15:00,,14.5,14.5,37.5,15,1,0,1,0,3201
02/04/2016 16:00,,13.5,13.5,42.5,19,7,0,1,0,2601
02/04/2016 17:00,,11.5,11.5,59,21,7,0,1,0,1341
02/04/2016 18:00,,10.5,9.5,62.5,15,7,0,1,0,748
02/04/2016 19:00,,9,6.5,84.5,14,7,0,1,0,400
02/04/2016 20:00,,9,7,87,13,7,0,1,0,187
02/04/2016 21:00,,8,5,93,16,7,0,1,0,189
02/04/2016 22:00,,8,5,93,15,7,0,1,0,218
02/04/2016 23:00,,8,6,93,12,7,0,1,0,234
03/04/2016 00:00,,8.5,6.5,97,10,7,0,1,0,284
03/04/2016 01:00,,9,8,94,6.5,7,0,1,0,198
03/04/2016 02:00,,9,8,94,7.5,7,0,1,0,158
03/04/2016 03:00,,9,8,90.5,8,7,0,1,0,99
03/04/2016 04:00,,9,7,87,13,7,0,1,0,93
03/04/2016 05:00,,9,7.5,87,12,4,0,1,0,69
03/04/2016 06:00,,8.5,8,87,5,3,0,1,0,93
03/04/2016 07:00,,8,7,87,6.5,2,0,1,0,152
03/04/2016 08:00,,9,7.5,87,9.5,2,0,1,0,320
03/04/2016 09:00,,10.5,9.5,76.5,10,2,0,1,0,694
03/04/2016 10:00,,12,12,72,12,2,0,1,0,1365
03/04/2016 11:00,,12.5,12.5,65,14,3,0,1,0,2018
03/04/2016 12:00,,14,14,61,11,3,0,1,0,2620
03/04/2016 13:00,,15,15,55,15,2,0,1,0,2985
03/04/2016 14:00,,15,15,55,11,1,0,1,0,2696
03/04/2016 15:00,,16,16,53.5,13,1,0,1,0,2563
03/04/2016 16:00,,17,17,49,17,1,0,1,0,2586
03/04/2016 17:00,,16,16,48,17,1,0,1,0,2138
03/04/2016 18:00,,14.5,14.5,63,18.5,7,0,1,0,1735
03/04/2016 19:00,,12.5,12.5,79.5,19.5,10,0,1,0,643
03/04/2016 20:00,,11,11,88,14,7,0,1,0,458
03/04/2016 21:00,,11,11,94,9,1,0,1,0,387
03/04/2016 22:00,,11,11,94,8,7,0,1,0,339
03/04/2016 23:00,,10.5,10.5,97,4.5,1,0,1,0,248
04/04/2016 00:00,,11,11,91,6.5,1,0,0,0,158
04/04/2016 01:00,,10.5,9.5,91,11,1,0,0,0,88
04/04/2016 02:00,,10.5,10,88,9,7,0,0,0,59
04/04/2016 03:00,,10,9,88,8,2,0,0,0,43
04/04/2016 04:00,,10,9,88,9,1,0,0,0,60
04/04/2016 05:00,,10,8.5,82,9,1,0,0,0,94
04/04/2016 06:00,,10,9.5,82,7.5,1,0,0,0,541
04/04/2016 07:00,,10,8.5,82,10,1,0,0,0,1791
04/04/2016 08:00,,10,8,82,12,2,0,0,0,3639
04/04/2016 09:00,,10.5,9.5,79.5,15,2,0,0,0,1782
04/04/2016 10:00,,12,12,67,21,2,0,0,0,838
04/04/2016 11:00,,12.5,12.5,67.5,20.5,2,0,0,0,841
04/04/2016 12:00,,13,13,63,18,2,0,0,0,902
04/04/2016 13:00,,12,12,67,19.5,3,0,0,0,1020
04/04/2016 14:00,,13,13,63,19,3,0,0,0,1013
04/04/2016 15:00,,12.5,12.5,65,16,3,0,0,0,1012
04/04/2016 16:00,,13,13,63,19.5,3,0,0,0,1352
04/04/2016 17:00,,12,12,77,18.5,7,0,0,0,2582
04/04/2016 18:00,,12,12,72,19,2,0,0,0,3074
04/04/2016 19:00,,11.5,11.5,74.5,14,2,0,0,0,1738
04/04/2016 20:00,,11,11,77,12,1,0,0,0,1065
04/04/2016 21:00,,10.5,9.5,79.5,12,1,0,0,0,646
04/04/2016 22:00,,9.5,8.5,84.5,9,1,0,0,0,470
04/04/2016 23:00,,9,7,87,11,2,0,0,0,301
05/04/2016 00:00,,9,7,87,12,2,0,0,0,171
05/04/2016 01:00,,9,8,87,8,3,0,0,0,88
05/04/2016 02:00,,9,7,87,12,2,0,0,0,55
05/04/2016 03:00,,8.5,7.5,90,7.5,1,0,0,0,43
05/04/2016 04:00,,8.5,7.5,90,6.5,2,0,0,0,55
05/04/2016 05:00,,9,7,87,13,3,0,0,0,100
05/04/2016 06:00,,9,7,94,13,3,0,0,0,666
05/04/2016 07:00,,9,7,87,13,2,0,0,0,2040
05/04/2016 08:00,,10,8,82,11,2,0,0,0,4061
05/04/2016 09:00,,11.5,11.5,74.5,14,2,0,0,0,1939
05/04/2016 10:00,,12,12,67,17,2,0,0,0,1024
05/04/2016 11:00,,13,13,61,18,2,0,0,0,935
05/04/2016 12:00,,13.5,13.5,57,18,2,0,0,0,1268
05/04/2016 13:00,,14.5,14.5,51,19.5,2,0,0,0,1387
05/04/2016 14:00,,14.5,14.5,44.5,23.5,2,0,0,0,1319
05/04/2016 15:00,,14.5,14.5,46.5,21,2,0,0,0,1391
05/04/2016 16:00,,14.5,14.5,41.5,23,1,0,0,0,1933
05/04/2016 17:00,,14,14,41,21,1,0,0,0,3579
05/04/2016 18:00,,14,14,42.5,15,1,0,0,0,3606
05/04/2016 19:00,,13.5,13.5,44,14,1,0,0,0,2193
05/04/2016 20:00,,13,13,47,6.5,1,0,0,0,1172
05/04/2016 21:00,,12.5,12.5,50.5,15.5,1,0,0,0,739
05/04/2016 22:00,,11.5,11.5,58,18,1,0,0,0,512
05/04/2016 23:00,,10.5,9.5,60,18,1,0,0,0,299
06/04/2016 00:00,,9,6,62,19.5,1,0,0,0,146
06/04/2016 01:00,,9,6,58,19.5,1,0,0,0,100
06/04/2016 02:00,,8,5,68.5,18.5,1,0,0,0,59
06/04/2016 03:00,,7,4,78.5,18,1,0,0,0,41
06/04/2016 04:00,,7.5,5,78.5,16,1,0,0,0,43
06/04/2016 05:00,,8,5,76,16,3,0,0,0,89
06/04/2016 06:00,,8,5,76,18,3,0,0,0,599
06/04/2016 07:00,,8.5,5,82,22,3,0,0,0,1807
06/04/2016 08:00,,9,6,87,24,7,0,0,0,3221
06/04/2016 09:00,,10,7,85,24,3,0,0,0,1409
06/04/2016 10:00,,10.5,9,80,29,3,0,0,0,715
06/04/2016 11:00,,12.5,12.5,63,26,2,0,0,0,816
06/04/2016 12:00,,12.5,12.5,51,30.5,2,0,0,0,952
06/04/2016 13:00,,12.5,12.5,57,28,7,0,0,0,818
06/04/2016 14:00,,10.5,8.5,69,35,2,0,0,0,840
06/04/2016 15:00,,11.5,11.5,51,36.5,7,0,0,0,896
06/04/2016 16:00,,11.5,11.5,45.5,40.5,2,0,0,0,1496
06/04/2016 17:00,,11.5,11.5,44,39,7,0,0,0,2966
06/04/2016 18:00,,10.5,8.5,54,34,7,0,0,0,2930
06/04/2016 19:00,,9,5,56,32,2,0,0,0,1747
06/04/2016 20:00,,9,5,56,29.5,2,0,0,0,915
06/04/2016 21:00,,8,4,62,28,1,0,0,0,640
06/04/2016 22:00,,7.5,4,68.5,24,1,0,0,0,443
06/04/2016 23:00,,7,3,71,27,1,0,0,0,314
07/04/2016 00:00,,7,3,71,24,1,0,0,0,161
07/04/2016 01:00,,7,3.5,71,22,1,0,0,0,78
07/04/2016 02:00,,6,2,76,24,1,0,0,0,75
07/04/2016 03:00,,6,2,76,21,1,0,0,0,41
07/04/2016 04:00,,6,2,76,22,2,0,0,0,37
07/04/2016 05:00,,6,2,73.5,26,3,0,0,0,94
07/04/2016 06:00,,6,2,76,26,3,0,0,0,540
07/04/2016 07:00,,6.5,2.5,73.5,26,7,0,0,0,1864
07/04/2016 09:00,,8,4,66,29,3,0,0,0,1748
07/04/2016 10:00,,9,6,66,26,7,0,0,0,754
07/04/2016 11:00,,8.5,4.5,68.5,29,7,0,0,0,682
07/04/2016 12:00,,8,4,76,26,7,0,0,0,763
07/04/2016 13:00,,8,4.5,82,23,7,0,0,0,636
07/04/2016 14:00,,8,4.5,84.5,22,7,0,0,0,515
07/04/2016 15:00,,10,8,76,16,3,0,0,0,826
07/04/2016 16:00,,10,8.5,74,18.5,7,0,0,0,1362
07/04/2016 17:00,,9,6,79,20,7,0,0,0,2017
07/04/2016 18:00,,10,8,73.5,14,7,0,0,0,2358
07/04/2016 19:00,,9,7,79,14,7,0,0,0,1457
07/04/2016 20:00,,8.5,7.5,79,8.5,2,0,0,0,825
07/04/2016 21:00,,9,6,71,17,1,0,0,0,643
07/04/2016 22:00,,9,6.5,76,17,2,0,0,0,518
07/04/2016 23:00,,8,5.5,82,14,3,0,0,0,364
08/04/2016 00:00,,7.5,5.5,84.5,12,2,0,0,0,183
08/04/2016 01:00,,7,4.5,87,15,1,0,0,0,151
08/04/2016 02:00,,7,4,84,16,1,0,0,0,60
08/04/2016 03:00,,6,4,90,9,1,0,0,0,41
08/04/2016 04:00,,6,3.5,90,13,3,0,0,0,50
08/04/2016 05:00,,6,4,90,10,4,0,0,0,87
08/04/2016 06:00,,6.5,4.5,90,9,3,0,0,0,525
08/04/2016 07:00,,7,6,87,7,3,0,0,0,1749
08/04/2016 08:00,,8,7,82,7,3,0,0,0,3526
08/04/2016 09:00,,9,8,79,7,2,0,0,0,1893
08/04/2016 10:00,,10,8,76,11,3,0,0,0,905
08/04/2016 11:00,,11.5,11.5,67,10,3,0,0,0,947
08/04/2016 12:00,,11.5,11.5,60,7,2,0,0,0,1212
08/04/2016 13:00,,12,12,58,10,3,0,0,0,1306
08/04/2016 14:00,,12,12,56,11,3,0,0,0,1194
08/04/2016 15:00,,13.5,13.5,53,6.5,1,0,0,0,1448
08/04/2016 16:00,,13.5,13.5,49.5,8,2,0,0,0,1801
08/04/2016 17:00,,13,13,51,13,2,0,0,0,3165
08/04/2016 18:00,,12.5,12.5,57,18,1,0,0,0,2619
08/04/2016 19:00,,11.5,11.5,62.5,17,1,0,0,0,1620
08/04/2016 20:00,,10.5,10,69,11,1,0,0,0,964
08/04/2016 21:00,,10,8,73.5,13,1,0,0,0,676
08/04/2016 22:00,,9.5,7.5,71,14,1,0,0,0,625
08/04/2016 23:00,,9,7,71,14,1,0,0,0,444
09/04/2016 00:00,,8,5,79,16,1,0,1,0,389
09/04/2016 01:00,,8,6,82,10,1,0,1,0,266
09/04/2016 02:00,,8,6,82,12,2,0,1,0,184
09/04/2016 03:00,,9,6.5,82,15,7,0,1,0,132
09/04/2016 04:00,,8.5,5.5,84.5,17,7,0,1,0,96
09/04/2016 05:00,,8.5,5.5,84.5,17,7,0,1,0,57
09/04/2016 06:00,,8,5,87,18.5,4,0,1,0,119
09/04/2016 07:00,,8,5,90,16,7,0,1,0,128
09/04/2016 08:00,,8,5.5,90,15,7,0,1,0,246
09/04/2016 09:00,,8,6,87,9,3,0,1,0,563
09/04/2016 10:00,,9,7,79,15,3,0,1,0,1030
09/04/2016 11:00,,10.5,9.5,60.5,17,3,0,1,0,1367
09/04/2016 12:00,,11,11,52.5,15,2,0,1,0,1698
09/04/2016 13:00,,11.5,11.5,45.5,13,2,0,1,0,1938
09/04/2016 14:00,,12,12,51,15,3,0,1,0,1793
09/04/2016 15:00,,11,11,58,20.5,2,0,1,0,1780
09/04/2016 16:00,,10.5,9,58,21,2,0,1,0,1759
09/04/2016 17:00,,10,7.5,64.5,17.5,7,0,1,0,1672
09/04/2016 18:00,,10.5,9,54,23,2,0,1,0,1435
09/04/2016 19:00,,9.5,6.5,58,23,3,0,1,0,1062
09/04/2016 20:00,,8,4.5,59.5,20.5,2,0,1,0,701
09/04/2016 21:00,,7,4.5,66,14,1,0,1,0,466
09/04/2016 22:00,,7,5,71,11,1,0,1,0,407
09/04/2016 23:00,,6,4,71,9,2,0,1,0,416
10/04/2016 00:00,,5.5,3.5,73.5,7,1,0,1,0,359
10/04/2016 01:00,,5,3,76,8,1,0,1,0,313
10/04/2016 02:00,,5.5,3.5,73.5,8,1,0,1,0,188
10/04/2016 03:00,,5,4.5,75.5,5,1,0,1,0,187
10/04/2016 04:00,,3.5,1,81,9,1,0,1,0,107
10/04/2016 05:00,,3.5,1,81,10,1,0,1,0,76
10/04/2016 06:00,,3,0,84,9,1,0,1,0,102
10/04/2016 07:00,,4.5,1.5,78.5,12,1,0,1,0,168
10/04/2016 08:00,,7.5,5,71,14,1,0,1,0,348
10/04/2016 09:00,,9.5,6.5,60,22,1,0,1,0,808
10/04/2016 10:00,,10.5,9,50.5,23,1,0,1,0,1354
10/04/2016 11:00,,11.5,11.5,45.5,22,1,0,1,0,1961
10/04/2016 12:00,,12,12,41,28,1,0,1,0,2486
10/04/2016 13:00,,11.5,11.5,47,27.5,1,0,1,0,2561
10/04/2016 14:00,,11,11,52,32,1,0,1,0,2445
10/04/2016 15:00,,11,11,56,34,1,0,1,0,2378
10/04/2016 16:00,,10.5,8.5,60,38,1,0,1,0,2124
10/04/2016 17:00,,10.5,8.5,60,35,1,0,1,0,1639
10/04/2016 18:00,,10,7,67,30,1,0,1,0,1386
10/04/2016 19:00,,10,6.5,67,30.5,1,0,1,0,912
10/04/2016 20:00,,9,6,76,24,1,0,1,0,558
10/04/2016 21:00,,9,6,76,23,1,0,1,0,387
10/04/2016 22:00,,10,8,76,18,1,0,1,0,367
10/04/2016 23:00,,10,7,82,20,1,0,1,0,204
11/04/2016 00:00,,11,11,77,15,7,0,0,0,107
11/04/2016 01:00,,10,8,82,16,2,0,0,0,70
11/04/2016 02:00,,10,8,88,17,1,0,0,0,52
11/04/2016 03:00,,10,7,88,23,1,0,0,0,40
11/04/2016 04:00,,10,7,85,24,1,0,0,0,43
11/04/2016 05:00,,10,7.5,82,20.5,1,0,0,0,95
11/04/2016 06:00,,10.5,9,79.5,23,1,0,0,0,587
11/04/2016 07:00,,11,11,77,22,1,0,0,0,1925
11/04/2016 08:00,,12,12,72,24,1,0,0,0,3892
11/04/2016 09:00,,12,12,72,24,1,0,0,0,1910
11/04/2016 10:00,,13,13,67,25,1,0,0,0,823
11/04/2016 11:00,,14,14,65,19.5,2,0,0,0,846
11/04/2016 12:00,,14,14,65,17,2,0,0,0,1059
11/04/2016 13:00,,14,14,67,15,2,0,0,0,1073
11/04/2016 14:00,,14,14,72,14,7,0,0,0,528
11/04/2016 15:00,,12.5,12.5,82.5,12,7,0,0,0,310
11/04/2016 16:00,,12,12,88,9,7,0,0,0,832
11/04/2016 17:00,,13,13,82,7,3,0,0,0,2760
11/04/2016 18:00,,13,13,79.5,6.5,3,0,0,0,2994
11/04/2016 19:00,,13,13,82,7.5,2,0,0,0,1803
11/04/2016 20:00,,12.5,12.5,82,7,3,0,0,0,946
11/04/2016 21:00,,12,12,79.5,10,2,0,0,0,621
11/04/2016 22:00,,11,11,88,13,2,0,0,0,449
11/04/2016 23:00,,11,11,85,14,1,0,0,0,245
12/04/2016 00:00,,11,11,82,15,7,0,0,0,125
12/04/2016 01:00,,10,8,88,12,7,0,0,0,88
12/04/2016 02:00,,10,8,82,15,7,0,0,0,31
12/04/2016 03:00,,9,7,87,14,7,0,0,0,11
12/04/2016 04:00,,9,7.5,94,10,7,0,0,0,25
12/04/2016 05:00,,9,8,90.5,8,7,0,0,0,87
12/04/2016 06:00,,9,8,87,9,2,0,0,0,650
12/04/2016 07:00,,9,8,87,8,2,0,0,0,2016
12/04/2016 08:00,,10,8,76,14,2,0,0,0,4135
12/04/2016 09:00,,11.5,11.5,72,14,1,0,0,0,2065
12/04/2016 10:00,,12.5,12.5,61,16,1,0,0,0,982
12/04/2016 11:00,,14.5,14.5,49.5,15,1,0,0,0,926
12/04/2016 12:00,,15.5,15.5,42,14,2,0,0,0,1231
12/04/2016 13:00,,16,16,40.5,19,2,0,0,0,1286
12/04/2016 14:00,,16,16,42,18.5,7,0,0,0,1241
12/04/2016 15:00,,17,17,35.5,17,1,0,0,0,1339
12/04/2016 16:00,,16.5,16.5,36.5,19.5,2,0,0,0,1898
12/04/2016 17:00,,16,16,41,13,1,0,0,0,3706
12/04/2016 18:00,,13.5,13.5,57,12,1,0,0,0,3842
12/04/2016 19:00,,13,13,61,10,1,0,0,0,2116
12/04/2016 20:00,,12.5,12.5,65,10,1,0,0,0,1142
12/04/2016 21:00,,11,11,72,13,1,0,0,0,824
12/04/2016 22:00,,10.5,10,74,8,1,0,0,0,607
12/04/2016 23:00,,10,9.5,73.5,5.5,1,0,0,0,372
13/04/2016 00:00,,10,10,76,5,1,0,0,0,187
13/04/2016 01:00,,9,8,76,6.5,1,0,0,0,103
13/04/2016 02:00,,9,8,73.5,7,1,0,0,0,66
13/04/2016 03:00,,8,7,79,7,1,0,0,0,64
13/04/2016 04:00,,8,7.5,76,5,1,0,0,0,46
13/04/2016 05:00,,7,6.5,84,5,1,0,0,0,117
13/04/2016 06:00,,6.5,6.5,87,0,1,0,0,0,696
13/04/2016 07:00,,8,7.5,78.5,5.5,1,0,0,0,2301
13/04/2016 08:00,,9.5,9,73.5,3.5,1,0,0,0,4406
13/04/2016 09:00,,12,12,65,3,1,0,0,0,2224
13/04/2016 10:00,,14,14,52,2,1,0,0,0,1003
13/04/2016 11:00,,15,15,45,6.5,2,0,0,0,1001
13/04/2016 12:00,,16,16,39,9,2,0,0,0,1366
13/04/2016 13:00,,17,17,34.5,12,1,0,0,0,1319
13/04/2016 14:00,,17,17,34,11,1,0,0,0,1325
13/04/2016 15:00,,17,17,33,12,1,0,0,0,1464
13/04/2016 16:00,,16.5,16.5,39.5,11,1,0,0,0,1929
13/04/2016 17:00,,16,16,39,9,1,0,0,0,3680
13/04/2016 18:00,,16,16,40.5,6.5,1,0,0,0,3575
13/04/2016 19:00,,15,15,51,8,7,0,0,0,1997
13/04/2016 20:00,,14,14,57,11,1,0,0,0,1056
13/04/2016 21:00,,14,14,63,6,1,0,0,0,762
13/04/2016 22:00,,14,14,57,9,1,0,0,0,669
13/04/2016 23:00,,13,13,61,8,1,0,0,0,406
14/04/2016 00:00,,13,13,63,8,7,0,0,0,161
14/04/2016 01:00,,12,12,69.5,5,1,0,0,0,115
14/04/2016 02:00,,11.5,11.5,69.5,8,1,0,0,0,84
14/04/2016 03:00,,10.5,9.5,74,11,1,0,0,0,37
14/04/2016 04:00,,10,8,76,11,1,0,0,0,54
14/04/2016 05:00,,9,8,79,8,1,0,0,0,99
14/04/2016 06:00,,9,8,79,8,1,0,0,0,670
14/04/2016 07:00,,10.5,10.5,69,2,1,0,0,0,2243
14/04/2016 08:00,,11.5,11.5,67.5,7,1,0,0,0,4358
14/04/2016 09:00,,12.5,12.5,61,6,1,0,0,0,2230
14/04/2016 10:00,,14.5,14.5,55,5.5,1,0,0,0,1056
14/04/2016 11:00,,15,15,51,7.5,1,0,0,0,965
14/04/2016 12:00,,16,16,48,11,2,0,0,0,1346
14/04/2016 13:00,,17,17,43.5,15,2,0,0,0,1226
14/04/2016 14:00,,16.5,16.5,48.5,15,1,0,0,0,1031
14/04/2016 15:00,,16,16,55.5,13,2,0,0,0,1204
14/04/2016 16:00,,16.5,16.5,50.5,14,3,0,0,0,1786
14/04/2016 17:00,,16,16,52,17,2,0,0,0,3507
14/04/2016 18:00,,15,15,49.5,14,2,0,0,0,3530
14/04/2016 19:00,,14,14,51,10,1,0,0,0,2018
14/04/2016 20:00,,14,14,53,11,1,0,0,0,1151
14/04/2016 21:00,,13,13,59,13,2,0,0,0,832
14/04/2016 22:00,,12,12,69.5,13,7,0,0,0,608
14/04/2016 23:00,,11,11,82,6,7,0,0,0,300
15/04/2016 00:00,,10,10,88,3,7,0,0,0,173
15/04/2016 01:00,,10,10,88,2,7,0,0,0,103
15/04/2016 02:00,,10,10,88,0,7,0,0,0,43
15/04/2016 03:00,,10,10,85,2,7,0,0,0,26
15/04/2016 04:00,,10,10,88,6,7,0,0,0,39
15/04/2016 05:00,,10,10,88,4,7,0,0,0,65
15/04/2016 06:00,,10,10,88,0,7,0,0,0,430
15/04/2016 07:00,,10,10,88,6,3,0,0,0,1336
15/04/2016 08:00,,10.5,10.5,88,5.5,3,0,0,0,3054
15/04/2016 09:00,,11.5,11.5,82.5,11,3,0,0,0,1607
15/04/2016 10:00,,12,12,79.5,8.5,2,0,0,0,912
15/04/2016 11:00,,13,13,72,6,2,0,0,0,806
15/04/2016 12:00,,11.5,11.5,82.5,17,10,0,0,0,601
15/04/2016 13:00,,11.5,11.5,85,15,7,0,0,0,276
15/04/2016 14:00,,12,12,82,19,7,0,0,0,288
15/04/2016 15:00,,11.5,11.5,85,16.5,7,0,0,0,477
15/04/2016 16:00,,11.5,11.5,82.5,15,7,0,0,0,811
15/04/2016 17:00,,10.5,9.5,91,9,7,0,0,0,1355
15/04/2016 18:00,,10,8.5,88,10,7,0,0,0,920
15/04/2016 19:00,,10,9,94,8,7,0,0,0,656
15/04/2016 20:00,,10,8,91,12,7,0,0,0,536
15/04/2016 21:00,,10,8,88,14,7,0,0,0,464
15/04/2016 22:00,,9.5,7.5,91,17,3,0,0,0,396
15/04/2016 23:00,,9.5,7.5,84.5,16,3,0,0,0,387
16/04/2016 00:00,,9,7,87,13,7,0,1,0,328
16/04/2016 01:00,,9,6,84.5,23,2,0,1,0,218
16/04/2016 02:00,,8,5,82,21,3,0,1,0,172
16/04/2016 03:00,,7.5,4.5,81.5,20,3,0,1,0,113
16/04/2016 04:00,,7,4,81,18,3,0,1,0,88
16/04/2016 05:00,,6,2,81,20,4,0,1,0,66
16/04/2016 06:00,,6,3,81,16,3,0,1,0,92
16/04/2016 07:00,,6,3,81,15,3,0,1,0,242
16/04/2016 08:00,,7,4,76,16,7,0,1,0,475
16/04/2016 09:00,,6,3,76,19,3,0,1,0,824
16/04/2016 10:00,,6,3,76,16,3,0,1,0,1107
16/04/2016 11:00,,6,3,81,17,3,0,1,0,1171
16/04/2016 12:00,,6,3,76,19,7,0,1,0,1132
16/04/2016 13:00,,6.5,3.5,76,17,7,0,1,0,1165
16/04/2016 14:00,,6.5,3.5,73.5,17,7,0,1,0,1188
16/04/2016 15:00,,7.5,5,62,16,7,0,1,0,1465
16/04/2016 16:00,,8,5.5,59.5,15,2,0,1,0,1397
16/04/2016 17:00,,8.5,6.5,51.5,13,2,0,1,0,1468
16/04/2016 18:00,,9,7,48,14,2,0,1,0,1513
16/04/2016 19:00,,8.5,6,55.5,16,2,0,1,0,1142
16/04/2016 20:00,,7,5,63.5,11,1,0,1,0,770
16/04/2016 21:00,,6.5,5,68.5,7,1,0,1,0,489
16/04/2016 22:00,,6,4,71,8,1,0,1,0,454
16/04/2016 23:00,,5.5,3,76,11,2,0,1,0,492
17/04/2016 00:00,,4.5,3,78.5,7.5,1,0,1,0,389
17/04/2016 01:00,,4,4,81,4,1,0,1,0,292
17/04/2016 02:00,,4,3,84,6.5,1,0,1,0,230
17/04/2016 03:00,,4,2,84,9,1,0,1,0,177
17/04/2016 04:00,,4,2,81,9,1,0,1,0,88
17/04/2016 05:00,,3,1,81,7,1,0,1,0,70
17/04/2016 06:00,,3,1,87,7,1,0,1,0,95
17/04/2016 07:00,,4.5,2.5,78.5,8,1,0,1,0,185
17/04/2016 08:00,,5.5,3,73.5,10,1,0,1,0,398
17/04/2016 09:00,,6.5,4.5,66,9,1,0,1,0,862
17/04/2016 10:00,,7.5,5.5,57,12,3,0,1,0,1394
17/04/2016 11:00,,8.5,6.5,51.5,13,2,0,1,0,2015
17/04/2016 12:00,,9,7,48,12,3,0,1,0,2518
17/04/2016 13:00,,9.5,7.5,43,12,3,0,1,0,2761
17/04/2016 14:00,,10.5,9.5,42,13,1,0,1,0,2584
17/04/2016 15:00,,11,11,38,8,1,0,1,0,2601
17/04/2016 16:00,,11,11,39.5,10,1,0,1,0,2536
17/04/2016 17:00,,11,11,39.5,9,1,0,1,0,2328
17/04/2016 18:00,,12,12,33,7,1,0,1,0,2010
17/04/2016 19:00,,11,11,38,8,1,0,1,0,1369
17/04/2016 20:00,,10,10,47,4,1,0,1,0,819
17/04/2016 21:00,,10,10,47,5,1,0,1,0,506
17/04/2016 22:00,,9.5,9,48.5,7.5,1,0,1,0,398
17/04/2016 23:00,,8.5,6.5,51.5,10,1,0,1,0,260
18/04/2016 00:00,,7.5,5.5,59,10,1,0,0,0,141
18/04/2016 01:00,,7,5,57,12,1,0,0,0,101
18/04/2016 02:00,,7,5,59,12,1,0,0,0,37
18/04/2016 03:00,,6,3,66,14,1,0,0,0,32
18/04/2016 04:00,,5.5,2.5,73.5,13,1,0,0,0,41
18/04/2016 05:00,,5,2,76,13,1,0,0,0,106
18/04/2016 06:00,,5.5,2.5,76,15,1,0,0,0,640
18/04/2016 07:00,,6.5,3.5,73.5,18,1,0,0,0,2187
18/04/2016 08:00,,8,5,66,18,1,0,0,0,4163
18/04/2016 09:00,,9.5,7,60,18,1,0,0,0,2096
18/04/2016 10:00,,11.5,11.5,50.5,20,3,0,0,0,957
